# k (h/Mpc), P (Mpc/h)^3
1.579514197065777801e-05 1.176526841228150972e-05
1.988490560976888854e-05 1.468221841079938087e-05
2.503361298325999898e-05 1.832236807724462591e-05
3.151545153365777307e-05 2.286501424705644135e-05
3.967560279988666198e-05 2.853389730639293843e-05
4.994862459301555616e-05 3.560829122583008117e-05
6.288159278432887619e-05 4.443659467669418549e-05
7.916323509027110351e-05 5.545368840108249551e-05
9.966060833497998323e-05 6.920219156645600919e-05
1.254652723877777579e-04 8.635923490186775062e-05
1.579514197065777666e-04 1.077698731224414848e-04
1.988490560976888515e-04 1.344883320469492799e-04
2.503361298326000034e-04 1.678305919295985417e-04
3.151545153365777714e-04 2.094379333054318336e-04
3.967560279988666333e-04 2.613580959965475172e-04
4.994862459301555209e-04 3.261452205799975339e-04
6.288159278432888704e-04 4.069842460574138020e-04
7.916323509027110893e-04 5.078439484899174763e-04
9.966060833497998594e-04 6.336671257808726724e-04
1.254652723877777579e-03 7.906013220234821412e-04
1.579514197065777720e-03 9.862774378453704506e-04
1.988490560976888515e-03 1.230138128507146525e-03
2.503361298325999709e-03 1.534378403133696001e-03
3.151545153365777063e-03 1.912369977764066028e-03
3.967560279988666984e-03 2.381365858219275898e-03
4.994862459301554342e-03 2.961548183351250894e-03
6.288159278432888487e-03 3.675658116893911701e-03
7.916323509027109809e-03 4.547473247286244226e-03
9.966060833497998594e-03 5.597960301307884808e-03
1.254652723877777536e-02 6.837019698378020080e-03
1.579514197065777503e-02 8.248106394305228933e-03
1.988490560976888949e-02 9.762233873349656851e-03
2.503361298321333042e-02 1.122196656083126846e-02
3.151545122007332750e-02 1.235042817811708021e-02
3.967537726408666005e-02 1.277331688522204134e-02
4.991881770765554949e-02 1.217887726648287164e-02
6.193025571539333141e-02 1.073498358531916469e-02
7.194326007118444222e-02 9.472440513221406719e-03
7.922619294165332560e-02 8.672508109053633091e-03
8.525023745475998616e-02 8.110039082124263429e-03
9.063747176606888611e-02 7.679918714817072709e-03
9.566665538450221107e-02 7.331614683715990261e-03
1.004859295212266607e-01 7.036042780063177411e-03
1.051843777927599921e-01 6.774159830280581350e-03
1.098206433623288708e-01 6.532414965934375296e-03
1.144361271744911007e-01 6.300747487120246688e-03
1.190617614117555345e-01 6.071691323962262118e-03
1.237217808319421991e-01 5.839996035535617927e-03
1.284359609610933317e-01 5.602461169998807118e-03
1.332210161022688577e-01 5.357865883788074692e-03
1.380915097257888746e-01 5.106858695035093425e-03
1.430604680372466464e-01 4.851769824857199605e-03
1.481398054103955364e-01 4.596290309665497509e-03
1.533406263418555238e-01 4.345021868079983890e-03
1.586734438524666779e-01 4.102904869318471474e-03
1.641483398084444545e-01 3.874630742241495698e-03
1.697750839025110869e-01 3.663997923360503943e-03
1.755632226018222219e-01 3.473418690758113721e-03
1.815221459127999981e-01 3.303524458828569280e-03
1.876611375664666570e-01 3.152989618815045351e-03
1.939894127518666522e-01 3.018612835898693090e-03
2.005161465397999887e-01 2.895665440421349088e-03
2.072504954905777519e-01 2.778557664481760923e-03
2.142016145022444251e-01 2.661768127615540217e-03
2.213786706677777216e-01 2.540933378205081829e-03
2.287908557297999579e-01 2.413839707926269344e-03
2.364473985989110905e-01 2.281029410906344930e-03
2.443575793289555209e-01 2.145733342081124640e-03
2.525307458986666420e-01 2.013030808641633976e-03
2.609763351167777579e-01 1.888409926973542595e-03
2.697038989493332761e-01 1.776129816915263072e-03
2.787231375565777935e-01 1.677907278640994792e-03
2.880439403173111201e-01 1.592346454598211197e-03
2.976764361271555526e-01 1.515370334796922215e-03
3.076310542744444265e-01 1.441627082795027574e-03
3.179185972487777456e-01 1.366509752909695436e-03
3.285503269290666606e-01 1.288031129675111606e-03
3.395380657388221701e-01 1.207593213189832402e-03
3.508943145882221781e-01 1.129137527363743496e-03
3.626323897479111213e-01 1.056971966895010103e-03
3.747665812616443604e-01 9.934467694365342778e-04
3.873123361404888776e-01 9.377586565252973589e-04
4.002864704352888658e-01 8.865738507167320688e-04
4.137074154218444710e-01 8.361576178976743486e-04
4.275955046433777551e-01 7.847354678027933022e-04
4.419733105456665756e-01 7.334271497322160296e-04
4.568660420824888213e-01 6.850016887964401014e-04
4.723020181856665833e-01 6.414494708774980082e-04
4.883132367203998903e-01 6.024016785451522709e-04
5.049360649512666388e-01 5.656855048855749871e-04
5.222120863470000041e-01 5.294422398330165961e-04
5.401891507830222094e-01 4.937298215463630999e-04
5.589226924792000117e-01 4.600075555394837344e-04
5.784774047723999502e-01 4.291870594329447132e-04
5.989293969552444974e-01 4.005846597244199490e-04
6.203690120911110606e-01 3.729590652821819681e-04
6.429045661300888392e-01 3.461060810957438858e-04
6.666673948612221734e-01 3.207623107636903780e-04
6.918187957832665491e-01 2.971356609697216843e-04
7.185597793898221841e-01 2.745606641074078741e-04
7.471450953745332191e-01 2.527234511812872630e-04
7.779039586646221416e-01 2.319529106607786696e-04
8.112716360480666244e-01 2.121513596701944475e-04
8.478393345807777592e-01 1.929475990575256798e-04
8.884363466513111041e-01 1.743992859535396778e-04
9.342720882410221472e-01 1.563387313019002549e-04
9.871962816733109713e-01 1.385635476794477947e-04
1.050208928708177725e+00 1.208944146054129475e-04
1.128539906253199776e+00 1.030359323642372808e-04
1.232117943124444448e+00 8.462013345937098195e-05
1.381399161500866501e+00 6.529505902558001436e-05
1.617972501497333404e+00 4.540867254205913561e-05
